order_id,account_id,bank_to,account_to,amount,k_symbol
34179,3224,WX,54968285,1375.0,SIPO
34180,3225,CD,58175218,8030.0,SIPO
34181,3226,CD,54645806,450.0,SIPO
34182,3226,UV,33583200,2348.0,
34200,3238,EF,11093372,8109.0,SIPO
34201,3238,ST,45814847,793.0,
34207,3241,YZ,69585042,3034.0,SIPO
34213,3245,WX,34591257,3878.0,SIPO
34219,3249,YZ,65147852,8197.0,SIPO
34220,3249,GH,63599234,5677.0,UVER
34222,3251,GH,12013626,2021.0,SIPO
34234,3259,OP,14523250,912.0,SIPO
34235,3259,YZ,45163714,1350.0,
34257,3274,IJ,82867139,5775.0,SIPO
34260,3276,IJ,54098749,1722.0,SIPO
34261,3276,CD,4509616,929.0,
34271,3287,AB,77842962,6968.0,SIPO
34273,3289,ST,95194470,3419.0,SIPO
34274,3289,GH,75018042,3841.0,
34276,3292,QR,24686056,3170.0,SIPO
34287,3296,CD,53869980,5091.0,SIPO
34288,3296,GH,2751821,9248.0,
34289,3299,QR,50097662,4676.0,UVER
34290,3300,UV,49339282,7786.5,UVER
34291,3300,UV,88663518,6632.0,SIPO
34292,3301,AB,16176736,4956.0,SIPO
34296,3304,OP,36187023,4660.0,SIPO
34317,3316,IJ,74230772,9655.0,SIPO
34319,3318,EF,97567843,667.0,SIPO
34320,3318,EF,6951642,771.0,
34325,3322,OP,67021620,3421.0,SIPO
34327,3324,ST,36944615,2471.0,SIPO
34328,3324,OP,46396940,2146.0,
34329,3327,AB,65687149,1923.0,SIPO
34330,3327,EF,12969375,4270.0,
34336,3331,EF,11893606,3832.0,SIPO
34337,3331,YZ,15388948,1436.0,
34338,3335,IJ,89511143,2170.0,SIPO
34339,3336,IJ,52481698,2974.0,SIPO
34340,3337,KL,54129630,5743.0,SIPO
34347,3343,MN,51401966,2212.0,SIPO
34348,3343,QR,27868533,7661.0,
34349,3344,KL,21086722,8537.0,SIPO
34351,3346,IJ,52659970,2276.0,SIPO
34352,3346,WX,56243741,4930.0,
34353,3347,ST,24763751,2624.0,SIPO
34356,3350,QR,79860478,3661.0,SIPO
34375,3359,MN,58614808,2038.0,SIPO
34377,3361,EF,34121233,6154.0,SIPO
34378,3362,UV,25993234,7294.0,SIPO
34385,3366,UV,81127321,3964.0,SIPO
34386,3366,GH,24337905,1608.0,
34397,3373,YZ,67776107,5776.0,SIPO
34398,3373,EF,60809451,3435.0,
34401,3376,MN,78656208,6794.0,SIPO
34402,3377,QR,72621738,3240.0,SIPO
34404,3380,AB,38360536,4376.0,SIPO
34438,3405,KL,12718767,7543.0,SIPO
34444,3411,ST,92270415,6443.0,SIPO
34456,3415,QR,59051889,4178.0,SIPO
34459,3418,ST,23146361,4318.0,UVER
34466,3421,AB,66145115,8640.0,SIPO
34470,3424,ST,26565379,1379.0,LEASING
34471,3424,OP,73358708,4979.0,SIPO
34477,3427,YZ,62610715,9843.0,SIPO
34480,3430,GH,59314578,2426.0,SIPO
34481,3431,QR,92135792,8649.0,SIPO
34486,3435,WX,24808752,3090.0,SIPO
34492,3440,GH,44665473,7623.0,SIPO
34493,3440,UV,62948483,2066.0,
34497,3442,GH,78622638,2230.0,SIPO
34502,3448,AB,16375589,2860.7,UVER
34507,3455,EF,29934013,5622.5,UVER
34510,3458,QR,59860581,1153.0,SIPO
34511,3458,KL,39817977,1525.0,SIPO
34515,3463,QR,23059034,646.0,SIPO
34516,3463,AB,65683340,5186.0,
34536,3472,WX,49463623,9623.0,SIPO
34537,3472,OP,78649419,138.0,
34573,3492,ST,20670485,4485.0,SIPO
34574,3492,AB,556761,4962.0,
34577,3495,UV,9359574,5079.0,SIPO
34591,3506,MN,58155363,3562.0,SIPO
34592,3506,GH,59540486,4084.0,
34597,3512,QR,92828630,2063.0,UVER
34601,3515,WX,37745529,2563.0,SIPO
34604,3524,WX,74303066,3060.0,SIPO
34615,3536,AB,57065409,2589.0,SIPO
34620,3540,UV,51321852,2565.0,SIPO
34622,3542,ST,15109885,2267.0,SIPO
34625,3545,OP,99964111,7358.0,SIPO
34626,3546,ST,93214726,1658.0,SIPO
34627,3546,ST,36442333,4795.0,
34650,3560,UV,69438946,3350.0,SIPO
34656,3566,QR,38624727,294.0,SIPO
34657,3566,MN,22689193,3276.0,
34659,3567,EF,92374240,4374.3,LEASING
34660,3567,QR,29068303,1156.0,SIPO
34667,3574,WX,11223960,2328.0,SIPO
34672,3578,KL,34134709,4051.0,SIPO
34676,3581,EF,78509592,3663.0,SIPO
34677,3581,IJ,1107889,2846.0,
34678,3582,MN,35781991,1961.0,SIPO
34680,3584,ST,47541791,3382.7,LEASING
34681,3584,EF,46564525,12078.0,SIPO
34683,3585,CD,78560203,2862.0,SIPO
34684,3587,KL,50633436,1108.0,SIPO
34685,3587,QR,68455278,1059.0,
34691,3593,UV,49978005,4524.0,SIPO
34692,3593,ST,40100878,986.0,
34699,3600,OP,30949759,1537.0,SIPO
34701,3603,UV,31472325,7883.0,SIPO
34703,3605,AB,77193778,4410.0,SIPO
34704,3605,MN,2428693,269.0,
34710,3608,QR,97533720,4486.0,UVER
34711,3608,AB,49062126,3124.0,SIPO
34714,3610,IJ,97961097,1502.0,SIPO
34715,3610,MN,83137714,1133.0,SIPO
34721,3612,UV,61390018,676.0,SIPO
34722,3612,WX,4672742,2410.0,
34725,3613,AB,67434847,4030.0,SIPO
34726,3613,MN,62003463,2144.0,
34727,3614,WX,95418405,3382.7,LEASING
34728,3614,MN,28523504,1214.0,SIPO
34743,3623,OP,63441431,2490.0,SIPO
34744,3623,YZ,12989753,105.0,
34745,3624,GH,76964914,11953.0,SIPO
34768,3635,KL,61182141,2045.0,SIPO
34769,3635,MN,61283069,493.0,
34779,3641,KL,67058944,2163.0,SIPO
34783,3644,IJ,34674823,2304.0,SIPO
34788,3647,OP,97101318,5842.0,SIPO
34789,3648,YZ,23132455,1812.0,SIPO
34790,3648,ST,57323801,640.0,
34796,3652,GH,31254297,3005.0,SIPO
34804,3659,WX,60077226,1672.0,SIPO
34805,3659,AB,66256487,2862.0,
34808,3661,OP,83624249,3310.0,SIPO
34820,3670,UV,46954530,2961.0,SIPO
34822,3672,AB,42041498,2388.0,SIPO
34823,3672,KL,33347761,2957.0,
34824,3673,MN,41758221,1939.0,SIPO
34828,3676,ST,76132893,3319.0,SIPO
34835,3680,MN,24556887,1030.0,SIPO
34836,3680,UV,42364639,2470.0,SIPO
34838,3682,UV,41079390,2761.0,SIPO
34842,3686,OP,22078037,2054.0,SIPO
34848,3693,GH,36411053,8992.0,SIPO
34853,3697,GH,99985640,300.0,SIPO
34854,3697,KL,90743112,5632.0,
34857,3701,MN,4635501,2844.0,SIPO
34858,3702,ST,45320862,9650.0,SIPO
34859,3702,YZ,10236680,418.0,LEASING
34862,3704,YZ,11861372,3046.0,SIPO
34869,3710,CD,59793263,4633.0,SIPO
34870,3711,CD,24353820,7683.2,UVER
34872,3712,CD,80358522,2499.0,SIPO
34879,3718,WX,79798763,2107.0,SIPO
34880,3719,QR,49360007,3197.0,SIPO
34885,3724,YZ,86384850,2597.0,UVER
34892,3729,OP,52811223,2941.0,SIPO
34893,3730,OP,83157652,1944.0,SIPO
34894,3731,QR,48735064,1974.0,SIPO
34897,3735,IJ,95204364,6302.0,SIPO
34898,3735,GH,60675847,1173.0,
34899,3736,EF,75976282,3500.0,SIPO
34902,3738,EF,91961931,5750.0,SIPO
34907,3742,UV,34186905,2969.0,SIPO
34917,3746,KL,13736939,4353.0,SIPO
34918,3746,KL,7049614,556.0,
34920,3747,IJ,82686203,2389.0,SIPO
34921,3747,IJ,93115895,1827.0,
34924,3748,QR,77061086,308.0,SIPO
34925,3748,EF,10963404,1820.0,
34926,3749,CD,99050771,3904.0,SIPO
34928,3751,UV,58641087,110.0,SIPO
34929,3751,YZ,49654692,3046.0,
34940,3756,YZ,82284283,9023.0,SIPO
34945,3758,YZ,62182962,4009.0,SIPO
34946,3759,AB,45222652,1642.0,SIPO
34951,3763,AB,57082331,3232.0,SIPO
34952,3763,IJ,55779212,3623.0,
34953,3764,CD,8085334,2506.0,SIPO
34965,3774,CD,61108714,5745.0,SIPO
34966,3774,AB,76028048,2881.0,
34970,3777,QR,6119949,1039.0,SIPO
34971,3777,AB,91688686,1007.0,
34975,3779,CD,38576167,159.0,SIPO
34976,3779,KL,79480331,853.0,
34980,3781,GH,78370004,7701.0,SIPO
34984,3783,WX,49779665,3041.0,SIPO
34990,3789,QR,43976020,11244.0,SIPO
34997,3795,WX,49257469,2419.0,SIPO
34998,3795,CD,41867381,6679.0,
35006,3800,AB,68339317,1294.0,SIPO
35007,3800,OP,90384268,3634.0,
35010,3804,KL,84903490,5270.7,UVER
35011,3804,WX,32746297,643.0,SIPO
35014,3806,WX,51833760,3216.0,SIPO
35015,3806,AB,66113912,2478.0,
35017,3807,GH,5179399,4828.0,SIPO
35026,3813,EF,81887119,5645.0,SIPO
35027,3813,KL,81905740,895.0,
35037,3824,UV,61468034,6198.0,SIPO
35049,3834,KL,49577087,3114.0,SIPO
35050,3834,YZ,63132923,375.0,
35061,3840,CD,87679588,2559.0,SIPO
35062,3841,ST,99752336,440.0,SIPO
35063,3841,MN,55037939,1223.0,SIPO
35066,3845,WX,31715512,8866.0,SIPO
35067,3846,GH,312638,2016.0,SIPO
35072,3849,IJ,72727924,4447.0,SIPO
35073,3850,IJ,3844541,2037.0,SIPO
35074,3850,CD,34453201,5120.0,
35080,3854,QR,36950737,1290.0,SIPO
35081,3854,OP,59714329,930.0,
35082,3855,ST,32587927,950.0,SIPO
35083,3855,IJ,38085216,5578.0,
35087,3859,WX,17110729,5120.2,UVER
35090,3861,EF,32061487,4227.0,SIPO
35094,3863,QR,88157391,8504.0,SIPO
35100,3867,AB,21799749,5476.0,SIPO
35101,3868,CD,47142148,3259.0,SIPO
35115,3874,CD,51856213,5861.0,SIPO
35117,3876,UV,60230421,12056.0,SIPO
35118,3877,QR,32653641,3711.0,SIPO
35119,3878,OP,23655247,216.0,SIPO
35120,3878,YZ,38488340,1648.0,
35129,3882,KL,49302369,1608.0,SIPO
35130,3882,QR,87316327,379.0,
35134,3885,GH,4249543,1176.0,LEASING
35136,3889,KL,70547342,173.0,SIPO
35137,3889,GH,94921665,1767.0,
35141,3893,QR,80644279,1501.0,SIPO
35142,3893,MN,44051182,1534.0,
35150,3899,IJ,84541290,3069.0,SIPO
35153,3901,GH,92254411,932.0,LEASING
35158,3905,YZ,45596945,7689.0,SIPO
35160,3907,CD,56403291,5577.3,UVER
35166,3910,YZ,79231428,2673.0,SIPO
35168,3912,UV,99253552,1177.0,SIPO
35169,3912,KL,95519256,1551.0,SIPO
35171,3914,AB,39802485,6118.0,SIPO
35177,3917,CD,89179288,2362.0,SIPO
35178,3917,QR,63465010,2833.0,
35185,3924,KL,47621411,3093.0,SIPO
35188,3926,IJ,55667674,2232.0,SIPO
35197,3932,UV,38860297,1593.0,SIPO
35198,3933,YZ,1246595,1616.2,LEASING
35208,3937,KL,92072844,3385.0,SIPO
35210,3939,MN,57331061,5177.0,SIPO
35226,3950,EF,8577830,6955.0,SIPO
35227,3950,WX,71886944,1185.0,LEASING
35228,3951,OP,7565194,7284.0,UVER
35232,3954,MN,77104884,2014.0,SIPO
35240,3963,IJ,27212840,3477.0,SIPO
35241,3963,WX,88884788,95.0,
35244,3966,IJ,59096312,1754.0,SIPO
35248,3971,KL,30010575,9510.0,SIPO
35249,3971,UV,54464662,1026.0,
35264,3980,ST,74249100,1367.0,SIPO
35265,3980,QR,32205635,2264.0,
35266,3981,AB,83879112,1383.0,SIPO
35267,3981,EF,20137071,336.0,
35270,3984,AB,94890266,1803.0,SIPO
35272,3986,AB,78493797,3960.0,SIPO
35273,3986,WX,87679379,2649.0,
35274,3987,WX,32697832,4992.0,SIPO
35275,3987,QR,86586814,1526.0,LEASING
35287,3999,IJ,35235697,4806.0,SIPO
35288,3999,AB,48404151,2332.0,
35317,4026,ST,76516663,2620.4,LEASING
35318,4026,IJ,95854043,2618.0,SIPO
35334,4033,MN,70536905,1494.0,SIPO
35335,4033,OP,86237394,2808.0,
35352,4047,MN,39103245,2988.0,LEASING
35422,4091,YZ,45072424,4247.0,SIPO
35423,4091,ST,12956852,185.0,
35433,4099,AB,31954735,1926.0,SIPO
35434,4099,IJ,40898221,403.0,
35482,4134,OP,98212933,1171.0,LEASING
35483,4134,WX,37454885,5932.0,SIPO
35503,4150,ST,41463971,3006.0,SIPO
35504,4150,WX,91151189,1669.0,
35532,4171,WX,22916323,2611.8,LEASING
35533,4171,GH,90027188,14336.0,SIPO
35557,4186,EF,54694455,7028.0,SIPO
35558,4186,UV,72907602,894.0,LEASING
35565,4190,QR,51522499,2901.0,SIPO
35566,4190,MN,24471074,1100.0,
35649,4245,CD,5514008,4534.0,SIPO
35650,4245,OP,46815562,1663.0,LEASING
35668,4259,ST,4058731,3318.0,UVER
35669,4259,CD,73520475,9516.0,SIPO
35671,4260,EF,42941677,4075.5,UVER
35672,4260,OP,18079054,12006.0,SIPO
35680,4266,MN,21157777,9098.0,SIPO
35681,4266,QR,92455988,507.0,LEASING
35695,4276,IJ,57985192,2895.2,LEASING
35718,4293,GH,89613037,4561.0,UVER
35719,4293,IJ,75312357,4797.0,SIPO
35767,4332,WX,43657523,4609.6,LEASING
35768,4332,GH,21178984,7885.0,SIPO
35781,4342,AB,4569364,4172.0,UVER
35782,4342,KL,52346587,6135.0,SIPO
35791,4352,EF,6195903,3710.0,SIPO
35792,4352,MN,5816001,506.0,LEASING
35794,4354,MN,33371013,5461.3,UVER
35795,4354,CD,23047155,12756.0,SIPO
35796,4356,AB,75449079,1003.0,LEASING
35798,4358,IJ,36673987,2542.0,LEASING
35829,4386,ST,24428779,1590.0,LEASING
35830,4386,OP,82197737,11954.0,SIPO
35865,4408,YZ,89509248,3779.9,LEASING
35866,4408,GH,93220632,5156.0,SIPO
35932,4448,WX,57328462,5353.5,UVER
36008,4503,YZ,21099597,2819.8,UVER
36020,4511,WX,95965677,3948.0,SIPO
36021,4511,EF,87421154,798.0,LEASING
36053,4537,EF,82846194,1352.1,LEASING
36124,4585,YZ,64408206,4065.0,SIPO
36125,4585,GH,3908431,1347.0,UVER
36166,4616,GH,74167519,2778.7,UVER
36167,4616,WX,88828020,12260.0,SIPO
36341,4725,KL,46966421,4674.2,UVER
36342,4725,KL,77940284,13462.0,SIPO
36413,4774,EF,85673802,9689.0,UVER
36618,4907,YZ,25638538,3938.0,SIPO
36619,4907,AB,5604631,1253.0,
36679,4948,KL,70243751,5996.2,UVER
36680,4948,WX,39958155,4710.0,SIPO
36729,4981,YZ,61511546,4930.0,SIPO
36730,4981,GH,9506047,3736.0,UVER
36758,5001,OP,7923072,4588.5,UVER
36759,5001,OP,11451143,9292.0,SIPO
36799,5033,CD,73070150,1820.0,SIPO
36800,5033,QR,93854265,754.0,
36934,5120,MN,4935771,6738.7,UVER
36935,5120,YZ,26903707,3008.0,SIPO
37032,5180,WX,41377508,4897.0,UVER
37059,5196,YZ,95793395,6652.5,UVER
37060,5196,CD,22101694,7905.0,SIPO
37085,5213,OP,46268802,6687.0,UVER
37108,5228,OP,7177615,7242.0,UVER
37173,5267,MN,56727522,5388.5,UVER
37177,5269,UV,7043707,793.0,SIPO
37178,5269,OP,84263461,7260.0,
37323,5362,OP,24749118,4226.3,UVER
37324,5362,UV,18269801,6413.0,SIPO
37361,5385,KL,92821448,2489.3,UVER
37362,5385,YZ,67199128,8754.0,SIPO
37456,5442,CD,26435643,7281.3,UVER
37457,5442,EF,14627766,8110.0,SIPO
37520,5481,IJ,17114121,4358.0,UVER
37616,5541,UV,59490781,3114.0,SIPO
37617,5541,QR,48447573,648.0,
37699,5591,ST,19205475,3697.8,UVER
37700,5591,GH,38603085,323.0,SIPO
37755,5632,ST,84198254,4760.0,UVER
37795,5661,MN,80939536,1653.6,LEASING
37838,5692,AB,42425257,1653.6,LEASING
37964,5774,UV,69220012,1413.0,SIPO
37965,5774,OP,39872121,7143.0,
37995,5794,CD,1848161,2060.0,UVER
38118,5891,EF,95617645,5432.3,UVER
38166,5927,OP,95520770,1817.3,UVER
38326,6030,WX,18410075,1177.0,UVER
38338,6040,UV,45750951,2635.0,SIPO
38339,6040,EF,96697401,1321.0,
38375,6062,OP,96754401,5356.0,UVER
38376,6062,KL,65052980,10608.0,SIPO
38408,6083,MN,44330716,7518.0,UVER
38541,6158,ST,22791475,5165.2,UVER
38708,6273,QR,34498596,3639.5,UVER
38729,6289,GH,34028458,1784.5,UVER
38885,6397,GH,75494760,3016.7,UVER
38888,6400,OP,68610131,3016.7,UVER
38889,6400,OP,10098511,7320.0,SIPO
38930,6434,GH,56125944,4589.2,UVER
38931,6434,EF,10144585,4891.0,SIPO
38936,6440,UV,75896376,2881.0,UVER
38982,6472,QR,3375345,3597.0,UVER
39014,6495,OP,70482468,8606.0,SIPO
39015,6495,EF,70085698,8747.0,UVER
39033,6511,KL,72078418,1924.7,LEASING
39177,6609,ST,70020216,1671.0,UVER
39178,6609,UV,11188424,3881.0,SIPO
39303,6686,ST,36217254,4853.8,UVER
39324,6699,AB,40932357,2650.2,UVER
39325,6699,UV,79769712,7303.0,SIPO
39337,6706,ST,63843142,1982.0,SIPO
39338,6706,IJ,19147312,671.0,
39463,6792,GH,65384101,3520.0,SIPO
39464,6792,AB,20771622,49.0,
39646,6922,UV,54632151,5811.7,UVER
39648,6924,UV,50566107,4059.5,UVER
39649,6924,CD,76091629,4585.0,SIPO
39890,7082,CD,91626292,6359.0,SIPO
39891,7082,AB,93874412,1204.0,
39994,7136,ST,16474801,2059.0,UVER
39995,7136,ST,35699868,1080.0,SIPO
40034,7156,MN,60879224,2062.0,UVER
40071,7180,YZ,5624032,4156.5,UVER
40072,7180,ST,71244883,8089.0,SIPO
40158,7231,CD,3170419,2283.2,LEASING
40169,7240,WX,51813179,2535.7,UVER
40170,7240,QR,38210588,9136.0,SIPO
40226,7274,WX,91164630,4086.8,UVER
40227,7274,WX,33532422,4603.0,SIPO
40328,7401,ST,89597016,3372.7,UVER
40329,7401,QR,13943797,7266.0,SIPO
40381,7437,QR,79067885,2306.8,UVER
40382,7437,EF,2692229,6901.0,SIPO
40410,7454,QR,96140414,2306.0,SIPO
40411,7454,AB,52242457,471.0,
40559,7542,OP,63780206,3683.0,SIPO
40560,7542,UV,94022273,3389.0,
40635,7594,QR,61969953,2718.0,UVER
40636,7594,YZ,48485803,2302.0,SIPO
40671,7614,WX,54133033,6678.7,UVER
40675,7618,AB,12091774,2362.4,LEASING
40702,7636,KL,97231417,3532.0,UVER
40703,7636,CD,96037745,3077.0,SIPO
40827,7721,IJ,35142588,3788.3,UVER
40846,7733,EF,37232846,5836.0,UVER
40897,7765,IJ,74587321,2332.0,UVER
40898,7765,EF,75713848,8217.0,SIPO
40910,7774,KL,75218081,1002.4,LEASING
40975,7815,MN,67844575,7903.8,UVER
40976,7815,KL,1201522,1475.0,SIPO
40987,7819,KL,64831554,1953.0,SIPO
40988,7819,MN,77821957,733.0,
40999,7824,KL,63899862,7903.8,UVER
41000,7824,ST,63655739,2156.0,SIPO
41059,7857,WX,74962877,5676.0,UVER
41060,7857,EF,68440097,8157.0,SIPO
41064,7859,UV,4752576,6010.2,UVER
41111,7894,CD,54257065,4253.7,UVER
41112,7894,ST,28510761,4780.0,SIPO
41232,7966,MN,70140522,7887.7,UVER
41316,8026,GH,42597097,3563.0,UVER
41334,8039,UV,23606485,3900.5,UVER
41335,8039,AB,63169944,1074.0,SIPO
41406,8085,ST,4945105,4340.0,UVER
41407,8085,KL,18004334,916.0,SIPO
41415,8092,ST,92639082,6216.0,SIPO
41416,8092,QR,98730998,935.0,UVER
41452,8114,MN,69633596,5958.0,SIPO
41453,8114,GH,65448498,494.0,
41515,8159,WX,6845528,3034.0,SIPO
41516,8159,QR,17476857,1552.0,
41592,8212,AB,97101723,1280.0,LEASING
41652,8260,QR,25747537,6239.2,UVER
41746,8320,UV,30686378,5161.2,UVER
41747,8320,KL,9010935,9105.0,SIPO
41881,8405,YZ,84832042,410.0,SIPO
41882,8405,ST,21518677,4095.0,
41989,8475,EF,54853975,495.0,SIPO
41990,8475,WX,90749495,3833.0,
42003,8489,ST,2885187,3835.0,SIPO
42004,8489,GH,20661109,7370.0,UVER
42047,8519,KL,62055730,6224.3,UVER
42048,8519,IJ,12003517,13711.0,SIPO
42068,8533,YZ,84493583,3626.0,UVER
42084,8547,AB,64253020,4806.5,UVER
42274,8680,UV,42112159,2381.2,UVER
42275,8680,ST,96207493,3598.0,SIPO
42286,8688,WX,81943165,5665.0,UVER
42322,8713,ST,10424369,2845.0,UVER
42360,8742,MN,70177709,68.0,SIPO
42361,8742,EF,59493338,235.0,
42392,8759,ST,60727876,1562.1,LEASING
42414,8772,KL,85151469,1839.3,UVER
42415,8772,CD,19611203,7357.0,SIPO
42625,8926,ST,35869842,3912.0,SIPO
42626,8926,WX,2699643,2693.0,
42763,9017,IJ,66171890,2088.0,UVER
42779,9030,UV,55505740,2587.0,SIPO
42780,9030,YZ,49006336,831.0,
42942,9138,ST,11258626,4537.3,UVER
42943,9138,IJ,72567075,9519.0,SIPO
42946,9140,CD,64458685,9264.0,SIPO
42947,9140,UV,6970173,19.0,
42965,9153,GH,1709419,5042.0,SIPO
42966,9153,ST,27339548,1451.0,UVER
42976,9159,EF,35698783,6869.0,SIPO
42977,9159,QR,61719810,1847.0,
42990,9167,MN,98049097,4537.3,UVER
42991,9167,QR,15502429,4950.0,SIPO
43002,9179,CD,47917145,3583.7,UVER
43055,9225,YZ,44963038,3421.5,UVER
43182,9307,EF,53406888,3491.5,UVER
43183,9307,EF,84733318,4654.0,SIPO
43228,9337,CD,56037777,2172.0,UVER
43294,9377,QR,64104062,4164.0,UVER
43295,9377,QR,54912304,2758.0,SIPO
43327,9403,GH,93069415,3358.0,UVER
43328,9403,IJ,75850492,3225.0,SIPO
43375,9433,KL,67186093,1860.0,UVER
43469,9493,AB,57428258,3930.8,UVER
43470,9493,WX,47398895,6803.0,SIPO
43508,9513,WX,64432430,8319.0,SIPO
43509,9513,WX,37582862,1527.0,UVER
43561,9548,YZ,97789895,9613.0,SIPO
43562,9548,OP,54906487,962.0,UVER
43669,9631,MN,51593184,2476.8,UVER
43789,9703,KL,62426549,2467.0,LEASING
43821,9730,WX,53964394,258.0,SIPO
43822,9730,AB,9366584,4764.0,
43824,9731,IJ,58578437,3160.7,UVER
43825,9731,AB,50025022,4967.0,SIPO
43849,9750,OP,14637118,3160.7,UVER
43912,9790,UV,22918135,2791.0,UVER
43913,9790,EF,28873682,9210.0,SIPO
43962,9828,UV,86956995,5274.7,UVER
44009,9859,EF,18163144,5010.5,UVER
44010,9859,QR,24650532,1008.0,SIPO
44070,9897,IJ,58063542,3013.5,UVER
44071,9897,ST,84057002,1507.0,SIPO
44249,10022,OP,56197208,4542.7,UVER
44250,10022,MN,25915658,7678.0,SIPO
44272,10036,EF,60250908,4729.9,LEASING
44297,10049,CD,7603472,1609.0,SIPO
44298,10049,ST,95437645,1281.0,
44330,10068,WX,81110077,6483.7,UVER
44345,10079,YZ,33228176,2784.8,UVER
44373,10105,OP,27668351,5079.0,UVER
44412,10134,EF,12704295,5681.8,UVER
44413,10134,QR,69918125,9535.0,SIPO
44562,10233,MN,72738069,3985.7,UVER
44563,10233,WX,6003463,456.0,SIPO
44578,10243,GH,33131796,3151.3,UVER
44634,10280,EF,13051045,5802.3,UVER
44698,10320,KL,11919367,4328.8,UVER
44699,10320,KL,6873333,12414.0,SIPO
44765,10361,CD,64321249,7240.0,UVER
44836,10404,AB,3621232,2171.0,SIPO
44837,10404,AB,74571001,1203.0,
44894,10436,AB,4855519,1511.0,UVER
44923,10451,CD,58286762,2439.0,SIPO
44924,10451,QR,73621487,4653.0,
45022,10520,MN,4994863,6959.8,UVER
45210,10644,ST,68935322,7498.7,UVER
45211,10644,GH,87092184,11053.0,SIPO
45448,10799,UV,80825555,519.0,UVER
45455,10807,EF,29934013,5622.5,UVER
45536,10857,UV,47286009,6426.3,UVER
45612,10911,QR,35383486,3647.0,UVER
45613,10911,YZ,70292973,7312.0,SIPO
45717,10973,OP,88414823,3216.7,UVER
45800,11027,QR,81596547,2004.2,UVER
45801,11027,GH,23646575,3799.0,SIPO
45846,11054,KL,99520563,2482.0,UVER
45847,11054,EF,28344845,11506.0,SIPO
45885,11079,UV,40114671,8191.5,UVER
45978,11141,QR,68096905,3744.7,UVER
46193,11271,QR,24716264,1870.3,UVER
46194,11271,EF,69184708,5808.0,SIPO
46273,11327,YZ,5815422,3693.0,SIPO
46274,11327,CD,61814498,1632.0,UVER
46311,11349,KL,66436326,6998.0,UVER
46312,11349,GH,57291018,10886.0,SIPO
